Egy	FR0.25T	FR0.5T	FR0.75T	FR1T	FR1.2T	FR1.4T	
1.731	-0.027318	-0.060545	-0.088136	-0.1201	-0.14186	-0.1717
1.7304	-0.029909	-0.06013	-0.087501	-0.11879	-0.1422	-0.16907
1.7297	-0.02453	-0.059003	-0.089326	-0.12148	-0.14324	-0.16998
1.729	-0.027593	-0.05772	-0.08688	-0.12134	-0.14282	-0.16902
1.7284	-0.028959	-0.060948	-0.087011	-0.11775	-0.14132	-0.16643
1.7277	-0.028998	-0.058841	-0.086699	-0.12098	-0.14085	-0.16619
1.7271	-0.028858	-0.056745	-0.089548	-0.11649	-0.13968	-0.16849
1.7264	-0.025961	-0.055441	-0.087465	-0.12095	-0.13991	-0.16677
1.7257	-0.027631	-0.059919	-0.088483	-0.11907	-0.14144	-0.16484
1.7251	-0.026832	-0.059451	-0.086693	-0.1185	-0.14129	-0.1651
1.7244	-0.027953	-0.058255	-0.086803	-0.11931	-0.14229	-0.16681
1.7238	-0.025785	-0.059022	-0.087143	-0.11819	-0.1427	-0.1679
1.7231	-0.02711	-0.060758	-0.087876	-0.117	-0.14112	-0.1659
1.7225	-0.030397	-0.06087	-0.086424	-0.11983	-0.14549	-0.1677
1.7218	-0.028062	-0.057892	-0.08781	-0.11797	-0.14129	-0.16651
1.7212	-0.02898	-0.059334	-0.08869	-0.11979	-0.1414	-0.16746
1.7205	-0.025788	-0.058792	-0.087194	-0.1185	-0.14166	-0.16712
1.7199	-0.026042	-0.057709	-0.087955	-0.11848	-0.13857	-0.16758
1.7192	-0.028675	-0.060479	-0.085526	-0.11808	-0.13881	-0.16581
1.7186	-0.028321	-0.056871	-0.086586	-0.11735	-0.1382	-0.16547
